city;timestamp;temperature;season;lat;lon
New York;01.01.2010;4.873960499513546;winter;40.714627;-74.002863
New York;02.01.2010;1.7603221035675665;winter;40.714627;-74.002863
New York;03.01.2010;1.2664785089706243;winter;40.714627;-74.002863
New York;04.01.2010;-2.3888422051640616;winter;40.714627;-74.002863
New York;05.01.2010;-4.451220710120895;winter;40.714627;-74.002863
New York;06.01.2010;-5.599523363230343;winter;40.714627;-74.002863
New York;07.01.2010;6.0994313254368295;winter;40.714627;-74.002863
New York;08.01.2010;-1.407570121706211;winter;40.714627;-74.002863
New York;09.01.2010;-2.7119123784909407;winter;40.714627;-74.002863
New York;10.01.2010;-6.6389497734638265;winter;40.714627;-74.002863
New York;11.01.2010;3.9451865677304325;winter;40.714627;-74.002863
New York;12.01.2010;6.292157764381189;winter;40.714627;-74.002863
New York;13.01.2010;-0.3472650803534304;winter;40.714627;-74.002863
New York;14.01.2010;-1.7651848314877445;winter;40.714627;-74.002863
New York;15.01.2010;0.1872862348498125;winter;40.714627;-74.002863
New York;16.01.2010;-5.0728135332535995;winter;40.714627;-74.002863
New York;17.01.2010;2.3663546715603947;winter;40.714627;-74.002863
New York;18.01.2010;0.28935864194566474;winter;40.714627;-74.002863
New York;19.01.2010;4.581903889708322;winter;40.714627;-74.002863
New York;20.01.2010;-2.734806399093962;winter;40.714627;-74.002863
New York;21.01.2010;3.7290502027192085;winter;40.714627;-74.002863
New York;22.01.2010;-6.404555299909804;winter;40.714627;-74.002863
New York;23.01.2010;4.193216421838168;winter;40.714627;-74.002863
New York;24.01.2010;10.520601342668776;winter;40.714627;-74.002863
New York;25.01.2010;3.7370312310739884;winter;40.714627;-74.002863
New York;26.01.2010;2.785954808015399;winter;40.714627;-74.002863
New York;27.01.2010;-3.450982856971488;winter;40.714627;-74.002863
New York;28.01.2010;-0.6478925836374767;winter;40.714627;-74.002863
New York;29.01.2010;-8.739252597585773;winter;40.714627;-74.002863
New York;30.01.2010;1.8213443063300137;winter;40.714627;-74.002863
New York;31.01.2010;-4.221274751820195;winter;40.714627;-74.002863
New York;01.02.2010;2.1869080040970106;winter;40.714627;-74.002863
New York;02.02.2010;-9.306400235744016;winter;40.714627;-74.002863
New York;03.02.2010;0.8082568483645656;winter;40.714627;-74.002863
New York;04.02.2010;9.448624900855835;winter;40.714627;-74.002863
New York;05.02.2010;-2.4157002234979172;winter;40.714627;-74.002863
New York;06.02.2010;12.124628144205104;winter;40.714627;-74.002863
New York;07.02.2010;6.784060242324703;winter;40.714627;-74.002863
New York;08.02.2010;-3.278729376415879;winter;40.714627;-74.002863
New York;09.02.2010;3.836364846720313;winter;40.714627;-74.002863
New York;10.02.2010;4.171870876051024;winter;40.714627;-74.002863
New York;11.02.2010;-0.31802939607259284;winter;40.714627;-74.002863
New York;12.02.2010;-5.449209195805093;winter;40.714627;-74.002863
New York;13.02.2010;-3.9182275635751718;winter;40.714627;-74.002863
New York;14.02.2010;-0.11776240748561731;winter;40.714627;-74.002863
New York;15.02.2010;3.224420708136676;winter;40.714627;-74.002863
New York;16.02.2010;-1.3939999572042119;winter;40.714627;-74.002863
New York;17.02.2010;1.1035343674962221;winter;40.714627;-74.002863
New York;18.02.2010;6.164635485132001;winter;40.714627;-74.002863
New York;19.02.2010;-4.635324730758738;winter;40.714627;-74.002863
New York;20.02.2010;6.498678224088321;winter;40.714627;-74.002863
New York;21.02.2010;1.8540762219212048;winter;40.714627;-74.002863
New York;22.02.2010;-5.798674196362538;winter;40.714627;-74.002863
New York;23.02.2010;-8.058263238219842;winter;40.714627;-74.002863
New York;24.02.2010;-0.5523553221939993;winter;40.714627;-74.002863
New York;25.02.2010;-1.2253571847746996;winter;40.714627;-74.002863
New York;26.02.2010;2.647587565632053;winter;40.714627;-74.002863
New York;27.02.2010;-2.6967643212735637;winter;40.714627;-74.002863
New York;28.02.2010;-5.865745336017011;winter;40.714627;-74.002863
New York;01.03.2010;10.349683668219875;spring;40.714627;-74.002863
New York;02.03.2010;9.82413438912502;spring;40.714627;-74.002863
New York;03.03.2010;8.387770032095222;spring;40.714627;-74.002863
New York;04.03.2010;4.723303070371983;spring;40.714627;-74.002863
New York;05.03.2010;7.978354656389321;spring;40.714627;-74.002863
New York;06.03.2010;6.917407416300473;spring;40.714627;-74.002863
New York;07.03.2010;16.060445044858923;spring;40.714627;-74.002863
New York;08.03.2010;6.569177489919652;spring;40.714627;-74.002863
New York;09.03.2010;10.001577291716968;spring;40.714627;-74.002863
New York;10.03.2010;11.639451171878724;spring;40.714627;-74.002863
New York;11.03.2010;11.653944428204017;spring;40.714627;-74.002863
New York;12.03.2010;7.210101579122615;spring;40.714627;-74.002863
New York;13.03.2010;-0.8428665939941631;spring;40.714627;-74.002863
New York;14.03.2010;10.792268658077022;spring;40.714627;-74.002863
New York;15.03.2010;9.837228347386361;spring;40.714627;-74.002863
New York;16.03.2010;11.715649671109704;spring;40.714627;-74.002863
New York;17.03.2010;9.436583220035336;spring;40.714627;-74.002863
New York;18.03.2010;8.913954053668062;spring;40.714627;-74.002863
New York;19.03.2010;12.970661695378375;spring;40.714627;-74.002863
New York;20.03.2010;9.94411267000638;spring;40.714627;-74.002863
New York;21.03.2010;19.5439096589827;spring;40.714627;-74.002863
New York;22.03.2010;16.31837202656547;spring;40.714627;-74.002863
New York;23.03.2010;12.086564118890841;spring;40.714627;-74.002863
New York;24.03.2010;9.217502907877718;spring;40.714627;-74.002863
New York;25.03.2010;13.439236805130509;spring;40.714627;-74.002863
New York;26.03.2010;7.556728736896283;spring;40.714627;-74.002863
New York;27.03.2010;10.340882928209991;spring;40.714627;-74.002863
New York;28.03.2010;11.793414573063544;spring;40.714627;-74.002863
New York;29.03.2010;-1.9134361323001396;spring;40.714627;-74.002863
New York;30.03.2010;3.4354092185709115;spring;40.714627;-74.002863
New York;31.03.2010;8.920549098739555;spring;40.714627;-74.002863
New York;01.04.2010;19.180781361788075;spring;40.714627;-74.002863
New York;02.04.2010;5.207848010780784;spring;40.714627;-74.002863
New York;03.04.2010;8.128527125263469;spring;40.714627;-74.002863
New York;04.04.2010;9.752328229980886;spring;40.714627;-74.002863
New York;05.04.2010;17.390166606478594;spring;40.714627;-74.002863
New York;06.04.2010;3.573158778246923;spring;40.714627;-74.002863
New York;07.04.2010;6.0625497857470885;spring;40.714627;-74.002863
New York;08.04.2010;2.3338705112054967;spring;40.714627;-74.002863
New York;09.04.2010;7.306145885156135;spring;40.714627;-74.002863
New York;10.04.2010;18.244778038466368;spring;40.714627;-74.002863
New York;11.04.2010;14.247329424698282;spring;40.714627;-74.002863
New York;12.04.2010;13.633571585768916;spring;40.714627;-74.002863
New York;13.04.2010;7.011987787372171;spring;40.714627;-74.002863
New York;14.04.2010;10.321730244222808;spring;40.714627;-74.002863
New York;15.04.2010;19.57605275051598;spring;40.714627;-74.002863
New York;16.04.2010;-1.7743805493372804;spring;40.714627;-74.002863
New York;17.04.2010;14.373160018570136;spring;40.714627;-74.002863
New York;18.04.2010;17.1554463740067;spring;40.714627;-74.002863
New York;19.04.2010;13.216146529955521;spring;40.714627;-74.002863
New York;20.04.2010;8.519940335635338;spring;40.714627;-74.002863
New York;21.04.2010;0.94210261238638;spring;40.714627;-74.002863
New York;22.04.2010;9.709872628179737;spring;40.714627;-74.002863
New York;23.04.2010;7.763853145701986;spring;40.714627;-74.002863
New York;24.04.2010;6.443350769160558;spring;40.714627;-74.002863
New York;25.04.2010;7.732777413801669;spring;40.714627;-74.002863
New York;26.04.2010;16.915530237869053;spring;40.714627;-74.002863
New York;27.04.2010;10.928445727548501;spring;40.714627;-74.002863
New York;28.04.2010;18.35434242246751;spring;40.714627;-74.002863
New York;29.04.2010;4.26741262135495;spring;40.714627;-74.002863
New York;30.04.2010;6.529526984575536;spring;40.714627;-74.002863
New York;01.05.2010;13.920983460802137;spring;40.714627;-74.002863
New York;02.05.2010;13.240478891937558;spring;40.714627;-74.002863
New York;03.05.2010;11.765237497761834;spring;40.714627;-74.002863
New York;04.05.2010;7.150785612795451;spring;40.714627;-74.002863
New York;05.05.2010;3.246356969987639;spring;40.714627;-74.002863
New York;06.05.2010;8.659033919272046;spring;40.714627;-74.002863
New York;07.05.2010;14.724848792979813;spring;40.714627;-74.002863
New York;08.05.2010;7.014232420807902;spring;40.714627;-74.002863
New York;09.05.2010;7.229169096404443;spring;40.714627;-74.002863
New York;10.05.2010;9.638229972593946;spring;40.714627;-74.002863
New York;11.05.2010;15.583899186528855;spring;40.714627;-74.002863
New York;12.05.2010;2.898174669818241;spring;40.714627;-74.002863
New York;13.05.2010;12.548696621940245;spring;40.714627;-74.002863
New York;14.05.2010;5.735386065405481;spring;40.714627;-74.002863
New York;15.05.2010;3.9319249072801012;spring;40.714627;-74.002863
New York;16.05.2010;-2.503966485044568;spring;40.714627;-74.002863
New York;17.05.2010;7.4804658412866;spring;40.714627;-74.002863
New York;18.05.2010;11.614507925227754;spring;40.714627;-74.002863
New York;19.05.2010;3.8514320252519667;spring;40.714627;-74.002863
New York;20.05.2010;7.880255233013477;spring;40.714627;-74.002863
New York;21.05.2010;11.695839765527946;spring;40.714627;-74.002863
New York;22.05.2010;4.047466437333495;spring;40.714627;-74.002863
New York;23.05.2010;10.074304190642806;spring;40.714627;-74.002863
New York;24.05.2010;13.103839500649022;spring;40.714627;-74.002863
New York;25.05.2010;10.68720599112669;spring;40.714627;-74.002863
New York;26.05.2010;17.682583982511485;spring;40.714627;-74.002863
New York;27.05.2010;2.3737904301024066;spring;40.714627;-74.002863
New York;28.05.2010;16.08383908854766;spring;40.714627;-74.002863
New York;29.05.2010;6.639551218007105;spring;40.714627;-74.002863
New York;30.05.2010;6.91870008445342;spring;40.714627;-74.002863
New York;31.05.2010;14.80267253661287;spring;40.714627;-74.002863
New York;01.06.2010;30.80376539133772;summer;40.714627;-74.002863
New York;02.06.2010;19.890313745755176;summer;40.714627;-74.002863
New York;03.06.2010;26.00665163335429;summer;40.714627;-74.002863
New York;04.06.2010;31.031238017059515;summer;40.714627;-74.002863
New York;05.06.2010;22.658421851823636;summer;40.714627;-74.002863
New York;06.06.2010;31.87281211690498;summer;40.714627;-74.002863
New York;07.06.2010;23.072383649581322;summer;40.714627;-74.002863
New York;08.06.2010;33.250475268684326;summer;40.714627;-74.002863
New York;09.06.2010;33.47181162006928;summer;40.714627;-74.002863
New York;10.06.2010;33.468260798668354;summer;40.714627;-74.002863
New York;11.06.2010;24.742776793140767;summer;40.714627;-74.002863
New York;12.06.2010;23.687814067957003;summer;40.714627;-74.002863
New York;13.06.2010;20.284750394235154;summer;40.714627;-74.002863
New York;14.06.2010;25.12081260585313;summer;40.714627;-74.002863
New York;15.06.2010;27.606180695151956;summer;40.714627;-74.002863
New York;16.06.2010;22.26755844714169;summer;40.714627;-74.002863
New York;17.06.2010;24.907759180308773;summer;40.714627;-74.002863
New York;18.06.2010;19.067151440955694;summer;40.714627;-74.002863
New York;19.06.2010;36.856642230515305;summer;40.714627;-74.002863
New York;20.06.2010;21.770015855660972;summer;40.714627;-74.002863
New York;21.06.2010;18.552637618359903;summer;40.714627;-74.002863
New York;22.06.2010;27.070047392996102;summer;40.714627;-74.002863
New York;23.06.2010;30.496721613871024;summer;40.714627;-74.002863
New York;24.06.2010;23.616486569212803;summer;40.714627;-74.002863
New York;25.06.2010;19.436399246707662;summer;40.714627;-74.002863
New York;26.06.2010;33.706338067743715;summer;40.714627;-74.002863
New York;27.06.2010;24.001169086090474;summer;40.714627;-74.002863
New York;28.06.2010;30.379189565590266;summer;40.714627;-74.002863
New York;29.06.2010;25.880542153149737;summer;40.714627;-74.002863
New York;30.06.2010;22.456770070488773;summer;40.714627;-74.002863
New York;01.07.2010;27.979495642324405;summer;40.714627;-74.002863
New York;02.07.2010;33.251651705492655;summer;40.714627;-74.002863
New York;03.07.2010;26.45823737543291;summer;40.714627;-74.002863
New York;04.07.2010;27.327820151016173;summer;40.714627;-74.002863
New York;05.07.2010;24.286295598109522;summer;40.714627;-74.002863
New York;06.07.2010;24.659894999112865;summer;40.714627;-74.002863
New York;07.07.2010;18.65984394790447;summer;40.714627;-74.002863
New York;08.07.2010;20.37530476455363;summer;40.714627;-74.002863
New York;09.07.2010;26.74358421852107;summer;40.714627;-74.002863
New York;10.07.2010;34.107938067940495;summer;40.714627;-74.002863
New York;11.07.2010;38.610037688011715;summer;40.714627;-74.002863
New York;12.07.2010;27.496605536208072;summer;40.714627;-74.002863
New York;13.07.2010;28.765460352601803;summer;40.714627;-74.002863
New York;14.07.2010;12.549128042012548;summer;40.714627;-74.002863
New York;15.07.2010;27.43331687687018;summer;40.714627;-74.002863
New York;16.07.2010;32.94863701198497;summer;40.714627;-74.002863
New York;17.07.2010;32.23911949734323;summer;40.714627;-74.002863
New York;18.07.2010;22.784199939404466;summer;40.714627;-74.002863
New York;19.07.2010;21.991942304562578;summer;40.714627;-74.002863
New York;20.07.2010;19.241905456490883;summer;40.714627;-74.002863
New York;21.07.2010;25.681441477077392;summer;40.714627;-74.002863
New York;22.07.2010;20.353671516357966;summer;40.714627;-74.002863
